ALGORITMO,NPROC,QUANTUM,RODADA,TME
../main_fifo,50,30,13,13872.640000
../main_fifo,50,30,14,19051.560000
../main_fifo,50,30,15,17743.220000
../main_fifo,50,30,16,14769.400000
../main_fifo,50,30,17,13273.420000
../main_fifo,50,30,18,12857.260000
../main_fifo,50,30,19,13406.100000
../main_fifo,50,30,20,14999.740000
../main_fifo,50,30,21,12022.640000
../main_fifo,50,30,22,15571.960000
../main_fifo,50,30,23,11722.680000
../main_fifo,50,30,24,12718.160000
../main_fifo,50,30,25,15701.940000
../main_fifo,50,30,26,14309.340000
../main_fifo,50,30,27,11747.320000
../main_fifo,50,30,28,13446.500000
../main_fifo,50,30,29,12220.420000
../main_fifo,50,30,30,13969.240000
../main_fifo,60,30,1,16239.850000
../main_fifo,60,30,2,18686.950000
../main_fifo,60,30,3,21716.033333
../main_fifo,60,30,4,18660.750000
../main_fifo,60,30,5,21033.516667
../main_fifo,60,30,6,13733.600000
../main_fifo,60,30,7,19246.766667
../main_fifo,60,30,8,15388.066667
../main_fifo,60,30,9,20599.933333
../main_fifo,60,30,10,16298.250000
../main_fifo,60,30,11,17294.483333
../main_fifo,60,30,12,14775.033333
../main_fifo,60,30,13,15035.150000
../main_fifo,60,30,14,17674.133333
../main_fifo,60,30,15,18918.533333
../main_fifo,60,30,16,21945.066667
../main_fifo,60,30,17,16957.166667
../main_fifo,60,30,18,19416.683333
../main_fifo,60,30,19,16761.533333
../main_fifo,60,30,20,16672.066667
../main_fifo,60,30,21,17130.533333
../main_fifo,60,30,22,15841.116667
../main_fifo,60,30,23,17944.033333
../main_fifo,60,30,24,15364.733333
../main_fifo,60,30,25,21965.050000
../main_fifo,60,30,26,23248.133333
../main_fifo,60,30,27,17643.766667
../main_fifo,60,30,28,17281.250000
../main_fifo,60,30,29,17750.000000
../main_fifo,60,30,30,20837.433333
../main_fifo,70,30,1,24223.500000
../main_fifo,70,30,2,16253.585714
../main_fifo,70,30,3,21917.657143
../main_fifo,70,30,4,20561.357143
../main_fifo,70,30,5,21335.714286
../main_fifo,70,30,6,21828.428571
../main_fifo,70,30,7,21963.228571
../main_fifo,70,30,8,22968.228571
../main_fifo,70,30,9,16022.671429
../main_fifo,70,30,10,23008.300000
../main_fifo,70,30,11,22615.728571
../main_fifo,70,30,12,21671.442857
../main_fifo,70,30,13,25144.128571
../main_fifo,70,30,14,17941.200000
../main_fifo,70,30,15,21696.400000
../main_fifo,70,30,16,22352.757143
../main_fifo,70,30,17,23130.642857
../main_fifo,70,30,18,25726.442857
../main_fifo,70,30,19,20331.300000
../main_fifo,70,30,20,17684.871429
../main_fifo,70,30,21,20783.485714
../main_fifo,70,30,22,21043.500000
../main_fifo,70,30,23,19031.700000
../main_fifo,70,30,24,22030.585714
../main_fifo,70,30,25,21693.300000
../main_fifo,70,30,26,19762.971429
../main_fifo,70,30,27,20516.557143
../main_fifo,70,30,28,24303.685714
../main_fifo,70,30,29,27093.757143
../main_fifo,70,30,30,23941.328571
../main_fifo,80,30,1,22135.662500
../main_fifo,80,30,2,24055.725000
../main_fifo,80,30,3,25016.087500
../main_fifo,80,30,4,26056.375000
../main_fifo,80,30,5,21809.012500
../main_fifo,80,30,6,20297.675000
../main_fifo,80,30,7,22950.237500
../main_fifo,80,30,8,25827.925000
../main_fifo,80,30,9,24083.500000
../main_fifo,80,30,10,27050.750000
../main_fifo,80,30,11,24605.975000
../main_fifo,80,30,12,19672.962500
../main_fifo,80,30,13,29009.487500
../main_fifo,80,30,14,26701.862500
../main_fifo,80,30,15,27063.475000
../main_fifo,80,30,16,28118.037500
../main_fifo,80,30,17,26070.187500
../main_fifo,80,30,18,21998.775000
../main_fifo,80,30,19,26103.137500
../main_fifo,80,30,20,22299.275000
../main_fifo,80,30,21,25073.012500
../main_fifo,80,30,22,25009.575000
../main_fifo,80,30,23,23561.412500
../main_fifo,80,30,24,22527.212500
../main_fifo,80,30,25,21764.912500
../main_fifo,80,30,26,20277.250000
../main_fifo,80,30,27,22320.400000
../main_fifo,80,30,28,24670.750000
../main_fifo,80,30,29,23073.262500
../main_fifo,80,30,30,29489.137500
../main_fifo,90,30,1,27509.200000
../main_fifo,90,30,2,27165.488889
../main_fifo,90,30,3,24538.811111
../main_fifo,90,30,4,23968.500000
../main_fifo,90,30,5,36798.188889
../main_fifo,90,30,6,28325.277778
../main_fifo,90,30,7,29281.455556
../main_fifo,90,30,8,29044.555556
../main_fifo,90,30,9,27949.422222
../main_fifo,90,30,10,25026.777778
../main_fifo,90,30,11,29692.922222
../main_fifo,90,30,12,24483.533333
../main_fifo,90,30,13,27142.222222
../main_fifo,90,30,14,24095.588889
../main_fifo,90,30,15,32353.033333
../main_fifo,90,30,16,22912.811111
../main_fifo,90,30,17,30795.411111
../main_fifo,90,30,18,28974.188889
../main_fifo,90,30,19,24596.755556
../main_fifo,90,30,20,28881.744444
../main_fifo,90,30,21,22876.766667
../main_fifo,90,30,22,30436.477778
../main_fifo,90,30,23,27074.500000
../main_fifo,90,30,24,26847.944444
../main_fifo,90,30,25,20243.955556
../main_fifo,90,30,26,33320.722222
../main_fifo,90,30,27,24770.444444
../main_fifo,90,30,28,26917.311111
../main_fifo,90,30,29,23897.777778
../main_fifo,90,30,30,24278.522222
../main_fifo,100,30,1,27232.890000
../main_fifo,100,30,2,32061.920000
../main_fifo,100,30,3,26266.010000
../main_fifo,100,30,4,33691.270000
../main_fifo,100,30,5,34225.260000
../main_fifo,100,30,6,28538.240000
../main_fifo,100,30,7,31378.780000
../main_fifo,100,30,8,22421.380000
../main_fifo,100,30,9,26312.830000
../main_fifo,100,30,10,30952.660000
../main_fifo,100,30,11,24103.780000
../main_fifo,100,30,12,33680.090000
../main_fifo,100,30,13,31589.920000
../main_fifo,100,30,14,32096.750000
../main_fifo,100,30,15,27747.370000
../main_fifo,100,30,16,34352.590000
../main_fifo,100,30,17,35022.460000
../main_fifo,100,30,18,26956.830000
../main_fifo,100,30,19,33178.260000
../main_fifo,100,30,20,31752.480000
../main_fifo,100,30,21,28389.670000
../main_fifo,100,30,22,34138.720000
../main_fifo,100,30,23,27670.040000
../main_fifo,100,30,24,28272.540000
../main_fifo,100,30,25,29095.220000
../main_fifo,100,30,26,31315.900000
../main_fifo,100,30,27,30778.870000
../main_fifo,100,30,28,32991.220000
../main_fifo,100,30,29,29380.660000
../main_fifo,100,30,30,24618.040000
../main_sjf,10,10,1,2383.300000
../main_sjf,10,10,2,2291.600000
../main_sjf,10,10,3,3666.300000
../main_sjf,10,10,4,1307.700000
../main_sjf,10,10,5,2951.100000
../main_sjf,10,10,6,3401.500000
../main_sjf,10,10,7,4365.300000
../main_sjf,10,10,8,3590.900000
../main_sjf,10,10,9,1697.500000
../main_sjf,10,10,10,2828.000000
../main_sjf,10,10,11,1807.600000
../main_sjf,10,10,12,5409.400000
../main_sjf,10,10,13,2502.100000
../main_sjf,10,10,14,3101.700000
../main_sjf,10,10,15,2371.100000
../main_sjf,10,10,16,4895.800000
../main_sjf,10,10,17,5154.500000
../main_sjf,10,10,18,3984.800000
../main_sjf,10,10,19,4233.700000
../main_sjf,10,10,20,2714.300000
../main_sjf,10,10,21,2933.800000
../main_sjf,10,10,22,2106.100000
../main_sjf,10,10,23,4538.300000
../main_sjf,10,10,24,3728.800000
../main_sjf,10,10,25,3793.500000
../main_sjf,10,10,26,4166.300000
../main_sjf,10,10,27,3599.300000
../main_sjf,10,10,28,3983.700000
../main_sjf,10,10,29,2861.000000
../main_sjf,10,10,30,4150.900000
../main_sjf,20,10,1,6007.700000
../main_sjf,20,10,2,6008.350000
../main_sjf,20,10,3,9609.450000
../main_sjf,20,10,4,6100.700000
../main_sjf,20,10,5,5867.150000
../main_sjf,20,10,6,9749.550000
../main_sjf,20,10,7,5588.200000
../main_sjf,20,10,8,6955.550000
../main_sjf,20,10,9,8054.650000
../main_sjf,20,10,10,8368.350000
../main_sjf,20,10,11,8048.200000
../main_sjf,20,10,12,7635.500000
../main_sjf,20,10,13,9917.100000
../main_sjf,20,10,14,8605.600000
../main_sjf,20,10,15,7607.350000
../main_sjf,20,10,16,6054.100000
../main_sjf,20,10,17,8962.300000
../main_sjf,20,10,18,7981.850000
../main_sjf,20,10,19,8615.450000
../main_sjf,20,10,20,5134.950000
../main_sjf,20,10,21,5372.050000
../main_sjf,20,10,22,7099.700000
../main_sjf,20,10,23,5261.150000
../main_sjf,20,10,24,8340.250000
../main_sjf,20,10,25,6190.950000
../main_sjf,20,10,26,7809.500000
../main_sjf,20,10,27,5383.700000
../main_sjf,20,10,28,7703.650000
../main_sjf,20,10,29,5552.000000
../main_sjf,20,10,30,7810.650000
../main_sjf,30,10,1,5983.500000
../main_sjf,30,10,2,11058.200000
../main_sjf,30,10,3,10747.700000
../main_sjf,30,10,4,11594.700000
../main_sjf,30,10,5,13579.266667
../main_sjf,30,10,6,12028.700000
../main_sjf,30,10,7,10281.433333
../main_sjf,30,10,8,10232.500000
../main_sjf,30,10,9,15184.966667
../main_sjf,30,10,10,10528.166667
../main_sjf,30,10,11,8833.600000
../main_sjf,30,10,12,11990.133333
../main_sjf,30,10,13,13929.833333
../main_sjf,30,10,14,15916.566667
../main_sjf,30,10,15,9844.100000
../main_sjf,30,10,16,10422.800000
../main_sjf,30,10,17,11008.900000
../main_sjf,30,10,18,9776.633333
../main_sjf,30,10,19,9017.033333
../main_sjf,30,10,20,13771.933333
../main_sjf,30,10,21,11477.833333
../main_sjf,30,10,22,10850.733333
../main_sjf,30,10,23,9726.233333
../main_sjf,30,10,24,14108.866667
../main_sjf,30,10,25,10954.000000
../main_sjf,30,10,26,8778.166667
../main_sjf,30,10,27,8691.066667
../main_sjf,30,10,28,14935.266667
../main_sjf,30,10,29,12432.400000
../main_sjf,30,10,30,9481.300000
../main_sjf,40,10,1,14906.100000
../main_sjf,40,10,2,17038.050000
../main_sjf,40,10,3,16571.775000
../main_sjf,40,10,4,15906.225000
../main_sjf,40,10,5,14666.000000
../main_sjf,40,10,6,16426.625000
../main_sjf,40,10,7,14514.025000
../main_sjf,40,10,8,14997.500000
../main_sjf,40,10,9,14644.875000
../main_sjf,40,10,10,15045.550000
../main_sjf,40,10,11,14048.550000
../main_sjf,40,10,12,16094.300000
../main_sjf,40,10,13,13888.500000
../main_sjf,40,10,14,14928.875000
../main_sjf,40,10,15,15812.375000
../main_sjf,40,10,16,14468.275000
../main_sjf,40,10,17,14604.700000
../main_sjf,40,10,18,13704.250000
../main_sjf,40,10,19,17565.325000
../main_sjf,40,10,20,14202.200000
../main_sjf,40,10,21,9739.725000
../main_sjf,40,10,22,20314.975000
../main_sjf,40,10,23,16517.450000
../main_sjf,40,10,24,17068.025000
../main_sjf,40,10,25,16157.775000
../main_sjf,40,10,26,16046.475000
../main_sjf,40,10,27,17221.650000
../main_sjf,40,10,28,14046.900000
../main_sjf,40,10,29,19172.050000
../main_sjf,40,10,30,11950.750000
../main_sjf,50,10,1,19037.580000
../main_sjf,50,10,2,18782.940000
../main_sjf,50,10,3,16268.560000
../main_sjf,50,10,4,18476.420000
../main_sjf,50,10,5,18512.500000
../main_sjf,50,10,6,23871.380000
../main_sjf,50,10,7,17836.220000
../main_sjf,50,10,8,17229.520000
../main_sjf,50,10,9,17329.580000
../main_sjf,50,10,10,21881.980000
../main_sjf,50,10,11,17626.060000
../main_sjf,50,10,12,21299.320000
../main_sjf,50,10,13,17388.000000
../main_sjf,50,10,14,17706.160000
../main_sjf,50,10,15,25610.820000
../main_sjf,50,10,16,22727.940000
../main_sjf,50,10,17,18464.260000
../main_sjf,50,10,18,18994.560000
../main_sjf,50,10,19,16946.640000
../main_sjf,50,10,20,21377.400000
../main_sjf,50,10,21,19643.840000
../main_sjf,50,10,22,23865.100000
../main_sjf,50,10,23,23344.500000
../main_sjf,50,10,24,22217.560000
../main_sjf,50,10,25,22173.440000
../main_sjf,50,10,26,18916.220000
../main_sjf,50,10,27,19953.620000
../main_sjf,50,10,28,21916.500000
../main_sjf,50,10,29,21868.220000
../main_sjf,50,10,30,25183.640000
../main_sjf,60,10,1,24156.033333
../main_sjf,60,10,2,30493.066667
../main_sjf,60,10,3,25183.550000
../main_sjf,60,10,4,23384.833333
../main_sjf,60,10,5,27715.350000
../main_sjf,60,10,6,29830.716667
../main_sjf,60,10,7,27987.800000
../main_sjf,60,10,8,22079.983333
../main_sjf,60,10,9,28436.066667
../main_sjf,60,10,10,21808.783333
../main_sjf,60,10,11,24598.216667
../main_sjf,60,10,12,18481.300000
../main_sjf,60,10,13,20931.966667
../main_sjf,60,10,14,26792.983333
../main_sjf,60,10,15,26809.583333
../main_sjf,60,10,16,22189.350000
../main_sjf,60,10,17,25116.016667
../main_sjf,60,10,18,28200.733333
../main_sjf,60,10,19,26209.800000
../main_sjf,60,10,20,19900.916667
../main_sjf,60,10,21,30000.116667
../main_sjf,60,10,22,24956.700000
../main_sjf,60,10,23,28310.633333
../main_sjf,60,10,24,22268.816667
../main_sjf,60,10,25,26116.200000
../main_sjf,60,10,26,29134.400000
../main_sjf,60,10,27,32342.350000
../main_sjf,60,10,28,21407.250000
../main_sjf,60,10,29,26626.350000
../main_sjf,60,10,30,22258.483333
../main_sjf,70,10,1,25474.871429
../main_sjf,70,10,2,24350.442857
../main_sjf,70,10,3,27066.628571
../main_sjf,70,10,4,30317.900000
../main_sjf,70,10,5,24748.228571
../main_sjf,70,10,6,30308.200000
../main_sjf,70,10,7,30143.714286
../main_sjf,70,10,8,30652.471429
../main_sjf,70,10,9,28284.600000
../main_sjf,70,10,10,27418.314286
../main_sjf,70,10,11,31243.371429
../main_sjf,70,10,12,31844.985714
../main_sjf,70,10,13,28114.214286
../main_sjf,70,10,14,30733.528571
../main_sjf,70,10,15,23543.871429
../main_sjf,70,10,16,32895.328571
../main_sjf,70,10,17,34161.814286
../main_sjf,70,10,18,28926.585714
../main_sjf,70,10,19,27379.514286
../main_sjf,70,10,20,26378.428571
../main_sjf,70,10,21,33021.500000
../main_sjf,70,10,22,31771.457143
../main_sjf,70,10,23,32587.271429
../main_sjf,70,10,24,27069.628571
../main_sjf,70,10,25,28996.614286
../main_sjf,70,10,26,29107.485714
../main_sjf,70,10,27,28114.014286
../main_sjf,70,10,28,21578.342857
../main_sjf,70,10,29,26092.942857
../main_sjf,70,10,30,35656.485714
../main_sjf,80,10,1,35452.387500
../main_sjf,80,10,2,28124.337500
../main_sjf,80,10,3,35049.737500
../main_sjf,80,10,4,32532.337500
../main_sjf,80,10,5,33720.775000
../main_sjf,80,10,6,32216.325000
../main_sjf,80,10,7,39643.275000
../main_sjf,80,10,8,36720.312500
../main_sjf,80,10,9,35392.275000
../main_sjf,80,10,10,32370.262500
../main_sjf,80,10,11,28635.237500
../main_sjf,80,10,12,40144.525000
../main_sjf,80,10,13,30769.962500
../main_sjf,80,10,14,34418.575000
../main_sjf,80,10,15,31535.737500
../main_sjf,80,10,16,32946.112500
../main_sjf,80,10,17,35506.337500
../main_sjf,80,10,18,30926.087500
../main_sjf,80,10,19,40041.137500
../main_sjf,80,10,20,37172.100000
../main_sjf,80,10,21,38002.712500
../main_sjf,80,10,22,44410.562500
../main_sjf,80,10,23,32045.937500
../main_sjf,80,10,24,39003.925000
../main_sjf,80,10,25,28295.637500
../main_sjf,80,10,26,37561.500000
../main_sjf,80,10,27,37344.525000
../main_sjf,80,10,28,33295.537500
../main_sjf,80,10,29,41767.325000
../main_sjf,80,10,30,30336.625000
../main_sjf,90,10,1,30828.288889
../main_sjf,90,10,2,38699.911111
../main_sjf,90,10,3,41025.677778
../main_sjf,90,10,4,35368.833333
../main_sjf,90,10,5,40883.744444
../main_sjf,90,10,6,37954.000000
../main_sjf,90,10,7,35578.300000
../main_sjf,90,10,8,33116.311111
../main_sjf,90,10,9,34175.666667
../main_sjf,90,10,10,45527.633333
../main_sjf,90,10,11,39257.000000
../main_sjf,90,10,12,38062.100000
../main_sjf,90,10,13,40934.133333
../main_sjf,90,10,14,46188.500000
../main_sjf,90,10,15,40454.055556
../main_sjf,90,10,16,38493.044444
../main_sjf,90,10,17,36802.333333
../main_sjf,90,10,18,48346.000000
../main_sjf,90,10,19,41164.977778
../main_sjf,90,10,20,41594.500000
../main_sjf,90,10,21,42795.277778
../main_sjf,90,10,22,45735.455556
../main_sjf,90,10,23,34535.866667
../main_sjf,90,10,24,40359.844444
../main_sjf,90,10,25,38206.100000
../main_sjf,90,10,26,47408.077778
../main_sjf,90,10,27,43838.400000
../main_sjf,90,10,28,38773.855556
../main_sjf,90,10,29,43992.211111
../main_sjf,90,10,30,35765.600000
../main_sjf,100,10,1,52447.290000
../main_sjf,100,10,2,43005.420000
../main_sjf,100,10,3,36049.250000
../main_sjf,100,10,4,43573.590000
../main_sjf,100,10,5,46019.280000
../main_sjf,100,10,6,42165.500000
../main_sjf,100,10,7,49988.410000
../main_sjf,100,10,8,40110.650000
../main_sjf,100,10,9,40159.430000
../main_sjf,100,10,10,43117.260000
../main_sjf,100,10,11,44765.380000
../main_sjf,100,10,12,50367.700000
../main_sjf,100,10,13,39523.100000
../main_sjf,100,10,14,44358.950000
../main_sjf,100,10,15,40613.050000
../main_sjf,100,10,16,51416.580000
../main_sjf,100,10,17,49409.770000
../main_sjf,100,10,18,46284.590000
../main_sjf,100,10,19,48350.550000
../main_sjf,100,10,20,40742.620000
../main_sjf,100,10,21,45064.060000
../main_sjf,100,10,22,45123.000000
../main_sjf,100,10,23,36226.350000
../main_sjf,100,10,24,36988.190000
../main_sjf,100,10,25,40310.100000
../main_sjf,100,10,26,41821.320000
../main_sjf,100,10,27,41639.530000
../main_sjf,100,10,28,35545.610000
../main_sjf,100,10,29,41353.520000
../main_sjf,100,10,30,50711.860000
../main_sjf,10,20,1,2627.600000
../main_sjf,10,20,2,2852.900000
../main_sjf,10,20,3,1186.000000
../main_sjf,10,20,4,2768.900000
../main_sjf,10,20,5,1817.400000
../main_sjf,10,20,6,1973.500000
../main_sjf,10,20,7,1686.800000
../main_sjf,10,20,8,1975.600000
../main_sjf,10,20,9,2137.500000
../main_sjf,10,20,10,1203.800000
../main_sjf,10,20,11,2165.200000
../main_sjf,10,20,12,1751.400000
../main_sjf,10,20,13,1942.300000
../main_sjf,10,20,14,1810.300000
../main_sjf,10,20,15,1596.800000
../main_sjf,10,20,16,3047.800000
../main_sjf,10,20,17,1552.000000
../main_sjf,10,20,18,2950.500000
../main_sjf,10,20,19,3342.500000
../main_sjf,10,20,20,1878.300000
../main_sjf,10,20,21,2140.000000
../main_sjf,10,20,22,1710.400000
../main_sjf,10,20,23,1915.700000
../main_sjf,10,20,24,1681.300000
../main_sjf,10,20,25,2225.600000
../main_sjf,10,20,26,2882.300000
../main_sjf,10,20,27,1538.500000
../main_sjf,10,20,28,2626.000000
../main_sjf,10,20,29,2222.300000
../main_sjf,10,20,30,2339.700000
../main_sjf,20,20,1,3156.800000
../main_sjf,20,20,2,3507.550000
../main_sjf,20,20,3,4264.700000
../main_sjf,20,20,4,3514.400000
../main_sjf,20,20,5,3540.400000
../main_sjf,20,20,6,4393.500000
../main_sjf,20,20,7,3928.650000
../main_sjf,20,20,8,4197.900000
../main_sjf,20,20,9,3626.600000
../main_sjf,20,20,10,4804.750000
../main_sjf,20,20,11,4198.950000
../main_sjf,20,20,12,2884.700000
../main_sjf,20,20,13,4645.300000
../main_sjf,20,20,14,3709.050000
../main_sjf,20,20,15,3662.050000
../main_sjf,20,20,16,3315.500000
../main_sjf,20,20,17,3603.100000
../main_sjf,20,20,18,5375.550000
../main_sjf,20,20,19,3954.400000
../main_sjf,20,20,20,3990.900000
../main_sjf,20,20,21,4351.200000
../main_sjf,20,20,22,5967.000000
../main_sjf,20,20,23,6173.250000
../main_sjf,20,20,24,5082.050000
../main_sjf,20,20,25,6858.650000
../main_sjf,20,20,26,4121.150000
../main_sjf,20,20,27,4789.750000
../main_sjf,20,20,28,4996.150000
../main_sjf,20,20,29,4943.750000
../main_sjf,20,20,30,4325.500000
../main_sjf,30,20,1,6917.566667
../main_sjf,30,20,2,5533.466667
../main_sjf,30,20,3,6791.966667
../main_sjf,30,20,4,7674.966667
../main_sjf,30,20,5,6436.333333
../main_sjf,30,20,6,5411.433333
../main_sjf,30,20,7,6608.933333
../main_sjf,30,20,8,6306.766667
../main_sjf,30,20,9,6878.433333
../main_sjf,30,20,10,6151.066667
../main_sjf,30,20,11,6008.800000
../main_sjf,30,20,12,9451.966667
../main_sjf,30,20,13,6585.233333
../main_sjf,30,20,14,8904.166667
../main_sjf,30,20,15,7586.866667
../main_sjf,30,20,16,7165.100000
../main_sjf,30,20,17,6717.233333
../main_sjf,30,20,18,6503.866667
../main_sjf,30,20,19,7327.500000
../main_sjf,30,20,20,7295.433333
../main_sjf,30,20,21,6637.300000
../main_sjf,30,20,22,4854.766667
../main_sjf,30,20,23,7470.666667
../main_sjf,30,20,24,7179.900000
../main_sjf,30,20,25,6540.866667
../main_sjf,30,20,26,6221.100000
../main_sjf,30,20,27,6942.833333
../main_sjf,30,20,28,6728.300000
../main_sjf,30,20,29,9111.900000
../main_sjf,30,20,30,6582.533333
../main_sjf,40,20,1,9817.475000
../main_sjf,40,20,2,10233.750000
../main_sjf,40,20,3,8379.875000
../main_sjf,40,20,4,10431.900000
../main_sjf,40,20,5,9383.950000
../main_sjf,40,20,6,10156.275000
../main_sjf,40,20,7,7143.500000
../main_sjf,40,20,8,8424.525000
../main_sjf,40,20,9,10860.800000
../main_sjf,40,20,10,9070.950000
../main_sjf,40,20,11,9901.325000
../main_sjf,40,20,12,10643.500000
../main_sjf,40,20,13,7285.875000
../main_sjf,40,20,14,10877.750000
../main_sjf,40,20,15,8561.425000
../main_sjf,40,20,16,10876.750000
../main_sjf,40,20,17,10290.350000
../main_sjf,40,20,18,9153.275000
../main_sjf,40,20,19,9059.350000
../main_sjf,40,20,20,12221.775000
../main_sjf,40,20,21,9920.250000
../main_sjf,40,20,22,8415.550000
../main_sjf,40,20,23,10588.450000
../main_sjf,40,20,24,7998.825000
../main_sjf,40,20,25,8205.625000
../main_sjf,40,20,26,9940.450000
../main_sjf,40,20,27,8874.350000
../main_sjf,40,20,28,9523.175000
../main_sjf,40,20,29,8457.225000
../main_sjf,40,20,30,9400.775000
../main_sjf,50,20,1,8494.380000
../main_sjf,50,20,2,14235.800000
../main_sjf,50,20,3,12036.920000
../main_sjf,50,20,4,10124.180000
../main_sjf,50,20,5,10727.920000
../main_sjf,50,20,6,10927.520000
../main_sjf,50,20,7,10490.720000
../main_sjf,50,20,8,11296.140000
../main_sjf,50,20,9,10232.220000
../main_sjf,50,20,10,10446.040000
../main_sjf,50,20,11,12229.560000
../main_sjf,50,20,12,11052.400000
../main_sjf,50,20,13,11446.040000
../main_sjf,50,20,14,10504.520000
../main_sjf,50,20,15,10434.560000
../main_sjf,50,20,16,9602.380000
../main_sjf,50,20,17,11437.800000
../main_sjf,50,20,18,13044.140000
../main_sjf,50,20,19,12292.660000
../main_sjf,50,20,20,12700.580000
../main_sjf,50,20,21,11525.500000
../main_sjf,50,20,22,12948.860000
../main_sjf,50,20,23,12796.580000
../main_sjf,50,20,24,11099.600000
../main_sjf,50,20,25,10575.320000
../main_sjf,50,20,26,11215.880000
../main_sjf,50,20,27,10118.840000
../main_sjf,50,20,28,10620.840000
../main_sjf,50,20,29,11153.280000
../main_sjf,50,20,30,10575.880000
../main_sjf,60,20,1,14238.566667
../main_sjf,60,20,2,14241.800000
../main_sjf,60,20,3,12828.933333
../main_sjf,60,20,4,10566.466667
../main_sjf,60,20,5,17898.166667
../main_sjf,60,20,6,15635.666667
../main_sjf,60,20,7,14648.250000
../main_sjf,60,20,8,14849.066667
../main_sjf,60,20,9,14261.150000
../main_sjf,60,20,10,14607.766667
../main_sjf,60,20,11,12681.916667
../main_sjf,60,20,12,15196.950000
../main_sjf,60,20,13,14416.583333
../main_sjf,60,20,14,16481.466667
../main_sjf,60,20,15,14631.283333
../main_sjf,60,20,16,12102.100000
../main_sjf,60,20,17,15365.550000
../main_sjf,60,20,18,14628.316667
../main_sjf,60,20,19,11858.483333
../main_sjf,60,20,20,10752.133333
../main_sjf,60,20,21,14132.283333
../main_sjf,60,20,22,12739.716667
../main_sjf,60,20,23,18743.416667
../main_sjf,60,20,24,12868.450000
../main_sjf,60,20,25,14341.483333
../main_sjf,60,20,26,13364.416667
../main_sjf,60,20,27,12438.133333
../main_sjf,60,20,28,15552.650000
../main_sjf,60,20,29,13250.516667
../main_sjf,60,20,30,14048.200000
../main_sjf,70,20,1,14165.142857
../main_sjf,70,20,2,15512.642857
../main_sjf,70,20,3,17555.471429
../main_sjf,70,20,4,15678.742857
../main_sjf,70,20,5,15490.328571
../main_sjf,70,20,6,18103.414286
../main_sjf,70,20,7,15756.471429
../main_sjf,70,20,8,14187.557143
../main_sjf,70,20,9,19164.171429
../main_sjf,70,20,10,15669.728571
../main_sjf,70,20,11,13933.128571
../main_sjf,70,20,12,15379.900000
../main_sjf,70,20,13,17617.385714
../main_sjf,70,20,14,18800.085714
../main_sjf,70,20,15,16318.471429
../main_sjf,70,20,16,17476.985714
../main_sjf,70,20,17,14053.328571
../main_sjf,70,20,18,19343.385714
../main_sjf,70,20,19,19809.042857
../main_sjf,70,20,20,16692.285714
../main_sjf,70,20,21,18643.114286
../main_sjf,70,20,22,14767.200000
../main_sjf,70,20,23,14862.400000
../main_sjf,70,20,24,16913.600000
../main_sjf,70,20,25,13826.328571
../main_sjf,70,20,26,15057.514286
../main_sjf,70,20,27,15467.857143
../main_sjf,70,20,28,17717.871429
../main_sjf,70,20,29,14884.614286
../main_sjf,70,20,30,15001.000000
../main_sjf,80,20,1,16654.650000
../main_sjf,80,20,2,14907.300000
../main_sjf,80,20,3,17932.975000
../main_sjf,80,20,4,22481.475000
../main_sjf,80,20,5,18199.225000
../main_sjf,80,20,6,17273.550000
../main_sjf,80,20,7,18089.675000
../main_sjf,80,20,8,22039.475000
../main_sjf,80,20,9,17673.100000
../main_sjf,80,20,10,19329.687500
../main_sjf,80,20,11,18244.612500
../main_sjf,80,20,12,23775.250000
../main_sjf,80,20,13,19496.537500
../main_sjf,80,20,14,19393.687500
../main_sjf,80,20,15,16062.725000
../main_sjf,80,20,16,18666.987500
../main_sjf,80,20,17,16396.362500
../main_sjf,80,20,18,15283.875000
../main_sjf,80,20,19,20286.662500
../main_sjf,80,20,20,17148.475000
../main_sjf,80,20,21,21362.800000
../main_sjf,80,20,22,16901.912500
../main_sjf,80,20,23,17704.475000
../main_sjf,80,20,24,18081.550000
../main_sjf,80,20,25,14833.150000
../main_sjf,80,20,26,20431.800000
../main_sjf,80,20,27,20757.150000
../main_sjf,80,20,28,17201.425000
../main_sjf,80,20,29,18899.850000
../main_sjf,80,20,30,18062.450000
../main_sjf,90,20,1,21015.811111
../main_sjf,90,20,2,19443.288889
../main_sjf,90,20,3,23987.288889
../main_sjf,90,20,4,19352.322222
../main_sjf,90,20,5,23694.666667
../main_sjf,90,20,6,15526.511111
../main_sjf,90,20,7,18887.444444
../main_sjf,90,20,8,20074.411111
../main_sjf,90,20,9,17772.822222
../main_sjf,90,20,10,21953.811111
../main_sjf,90,20,11,25968.677778
../main_sjf,90,20,12,23251.922222
../main_sjf,90,20,13,17457.166667
../main_sjf,90,20,14,18017.244444
../main_sjf,90,20,15,21533.555556
../main_sjf,90,20,16,18872.022222
../main_sjf,90,20,17,23230.288889
../main_sjf,90,20,18,25146.622222
../main_sjf,90,20,19,20363.222222
../main_sjf,90,20,20,23147.255556
../main_sjf,90,20,21,19104.511111
../main_sjf,90,20,22,22285.333333
../main_sjf,90,20,23,20146.944444
../main_sjf,90,20,24,24889.966667
../main_sjf,90,20,25,20531.433333
../main_sjf,90,20,26,22037.222222
../main_sjf,90,20,27,19563.022222
